OBJECTID,Column2,Column1,Dnum,Country,State,County,Age,Formation,Stage,Age_Date,AmmoniteZone,LocDescr,Resume_of_Fauna,IndexFossil,Collector,Date_,EandR,Map,USGS7_5,Lat_Pub,Long_Pub,Reference,Comments,last_modified,Orig_Resume_Fauna,FieldNum,FormationNew,species,Ammonite_,Type_,COUNT,N_F
525,751,40,1675,USA,WY,Washakie,Cretaceous,Associated with bed of bentonite in Cody shale,"Campanian, Middle  80.04 MY",NA,,"NE¼SW¼ sec. 35, T. 44 N., R. 90 W.","Cymella sp., Baculites aff., B. obtusus",,G. H. Horn,1957,,,,43.73882,-107.62754,,,02/18/2014,"Cymella sp., Baculites aff., B. obtusus",,Cody,Baculites aff. B. obtusus,Y,Ammonite,1,F
526,9241,973,3320,USA,WY,Carbon,Cretaceous,"Steele shale, O'Brian Sandstone Mbr. From sandstone 2,560 feet above CS -8","Campanian, Middle  80.04 MY",NA,,"S1/2 NW1/4 SE1/4  sec. 36, T. 25 N., R. 84 W.","Inoceramus sp., Baculites aff. B. obtusus Meek",,A. D. Zapp,22502,"OF-61-3D, 5D",Seminoe Dam SE ,,42.09013,-106.83342,PP 667,,02/18/2014,"Inoceramus sp., Baculites aff. B. obtusus Meek",,Steele,Baculites aff. B. obtusus Meek,Y,Ammonite,1,F
527,511,64,4927,USA,WY,Sweetwater,Cretaceous,"Blair Fm.,  from upper part.",Campanian,NA,,"SE¼SE¼NE¼sec. 6, T. 18N., R. 104W.",Baculites aquilaensis,,J. R. Gill,23992,,,,41.5678,-109.1775,,,02/18/2014,Baculites aquilaensis,,Blair,Baculites aquilaensis,Y,Ammonite,1,N
528,732,12,1680,USA,WY,Washakie,Cretaceous,About 300 feet below top of Cody shale.,Campanian,NA,,"Power line road, about 550 feet east of common corner of secs. 23, 24, 26, 27, T.  44 N., R. 93 W. ","Inoceramus sp., Lucina sp., Baculites aquilaensis",,G. H. Horn,1957,,,,43.76041,-107.99505,PP 550 B,,02/18/2014,"Inoceramus sp., Lucina sp., Baculites aquilaensis",,Cody,Baculites aquilaensis,Y,Ammonite,1,F
529,3802,880,862,USA,WY,Crook,Cretaceous,"Pierre shale, upper third of lower part of Gammon ferruginous member.",Campanian,NA,,"SE1/4 sec.25,T.56 N.,R .68 W.,Crook Cunty,WY","Lucia subundata, Eutrephoceras alcesense ,Baculites aquilaensis Helicoceras rubeyi",,"C.S.Robinson ,    W.J.Mapel,        G.R.Scott,          W.A. Cobban",4/26/1956,MD-56-13D,,,44.8053,-104.95799,,,02/18/2014,"Lucia subundata, Eutrephoceras alcesense ,Baculites aquilaensis Helicoceras rubeyi",20 CR-56,Gammon,Baculites aquilaensis Helicoceras rubeyi,Y,Ammonite,1,F
530,4161,468,2994,USA,WY,Carbon,Cretaceous,Haystack Mountains Fm. [Mancos/Mesaverde transition zone] ,Campanian,NA,,SE1/4SW1/4NE1/4 Sec. 23 T22N R86W. from concretions in roadside ditch about 58' above top of RR-3. RR-4,"Baculites aff., B. aquilaensis Reeside",,A. D. Zapp,22346,"OF-61-3D, 5D",,,41.86449,-107.0666,PP 667,,02/18/2014,"Baculites aff., B. aquilaensis Reeside",,Mancos,Baculites aquilaensis Reeside,Y,Ammonite,1,F
531,105,101,4687,USA,WY,Washakie,Cretaceous,"Cody Shale, 1,225 ft below top.",Campanian,NA,,"NE¼NE¼ sec. 26, T. 44 N, R. 93 W. same locality as D4686",Baculites aquilaensis Reeside,,Gill & Givens,1964,OF-64-12D,,,43.75856,-107.97957,PP 550 B,,02/18/2014,Baculites aquilaensis Reeside,,Cody,Baculites aquilaensis Reeside,Y,Ammonite,1,F
532,112,108,4683,USA,WY,Hot Springs,Cretaceous,"Cody Shale, 1,525 ft below top.",Campanian,NA,,"NE¼NE¼ sec. 26, T. 44 N, R. 93 W.",Baculites aquilaensis Reeside,,Gill & Givens,1964,OF-64-12D,,,43.75856,-107.97957,PP 550 B,,02/18/2014,Baculites aquilaensis Reeside,,Cody,Baculites aquilaensis Reeside,Y,Ammonite,1,F
533,134,133,4244,USA,WY,Johnson,Cretaceous,"Cody Shale, 680 feet above top of Niobrara Member",Campanian,NA,,"NW/4 NW1/4 sec. 26, T. 44 N., R. 82 W.  . Same locality as D4243",Baculites aquilaensis Reeside,,W. A. Cobban,23140,,,,43.75654,-106.67266,,,02/18/2014,Baculites aquilaensis Reeside,,Cody,Baculites aquilaensis Reeside,Y,Ammonite,1,F
534,152,152,5167,USA,WY,Carbon,Cretaceous,"Cody Shale, about 2,925 feet above base (about 1,500 feet above Niobrara)",Campanian,NA,,"South center of SW¼SW¼NW¼ sec. 22 , T. 27 N., R. 89 W.",Baculites aquilaensis Reeside,,Reynolds,9/27/1965,OF-65-11D,Muddy Gap,,42.29842,-107.46275,,,02/18/2014,Baculites aquilaensis Reeside,,Cody,Baculites aquilaensis Reeside,Y,Ammonite,1,F
535,160,160,4586,USA,WY,Fremont,Cretaceous,"Cody Shale, about 45 ft above F-39.",Campanian,NA,,"Center SW¼NE¼ sec. 36, T. 28 N., R. 90 W. Same locality as D4585",Baculites aquilaensis Reeside,,Pettinga and Reynolds,8/29/1964,OF-64-10D,Whiskey Peak ,,42.35697,-107.53032,,,02/18/2014,Baculites aquilaensis Reeside,,Cody,Baculites aquilaensis Reeside,Y,Ammonite,1,F
536,166,167,4585,USA,WY,Fremont,Cretaceous,"Cody Shale, about 750 ft below top.",Campanian,NA,,"Center SW¼NE¼ sec. 36, T. 28 N., R. 90 W.",Baculites aquilaensis Reeside,,T. E. Pettinga and M. W. Reynolds,9/29/1964,OF-64-10D,Whiskey Peak ,,42.35697,-107.53032,,,02/18/2014,Baculites aquilaensis Reeside,,Cody,Baculites aquilaensis Reeside,Y,Ammonite,1,F
537,171,172,5452,USA,WY,Carbon,Cretaceous,"Cody Shale, about same level as D5450",Campanian,NA,,"SE¼SW¼SE¼SE¼ sec. 4, T. 25 N., R. 89 W.","Baculites aquilaensis Reeside, Scaphites sp., Haresiceras sp.",,M. W. Reynolds,8/15/1966,OF-66-10D,Lamont and Bairoil ,,42.16089,-107.46727,,,02/18/2014,"Baculites aquilaensis Reeside, Scaphites sp., Haresiceras sp.",,Cody,Baculites aquilaensis Reeside,Y,Ammonite,1,F
538,175,180,4694,USA,WY,Washakie,Cretaceous,"Cody Shale, from 25-foot glauconitic sandstone bed 1,120 ft below top.",Campanian,NA,,"NE¼NW¼ sec. 26, T. 44 N, R. 94 W.  ","Baculites aquilaensis Reeside, Glyptoxoceras novimexicanum (Reeside)",,Gill & Givens,1964,OF-64-12D,,,43.75822,-108.10899,PP 550 B,,02/18/2014,"Baculites aquilaensis Reeside, Glyptoxoceras novimexicanum (Reeside)",,Cody,Baculites aquilaensis Reeside,Y,Ammonite,1,F
539,187,193,4182,USA,WY,Big Horn,Upper Cretaceous,"Cody Shale, from concretions 395 feet above top of Niobrara Member","Campanian, Lower about 81.7 MY",NA,,"NW1/4 NW1/4 NW1/4 sec. 20, T. 49 N., R. 91 W.","Baculites aquilaensis Reeside, Scaphites hippocrepis (Dekay), Scaphites aquisgranensis Schluter, Haresiceras placentiforme Reeside",Scaphites hippocrepis,"J. R. Gill, R. Vaughn, Burkholder, Cobban","5/9/63,7/28/62",,,,44.2105,-107.8218,PP 619,,02/18/2014,"Baculites aquilaensis Reeside, Scaphites hippocrepis (Dekay), Scaphites aquisgranensis Schluter, Haresiceras placentiforme Reeside",,Cody,Baculites aquilaensis Reeside,Y,Ammonite,1,F
540,197,205,4681,USA,WY,Hot Springs,Upper Cretaceous,"Cody Shale, from gray limestone concretions 1,665 ft below top.","Campanian, Lower about 81.7 MY",NA,,"NE¼NE¼ sec. 26, T. 44 N, R. 93 W.","Baculites aquilaensis Reeside, Scaphites hippocrepis (Dekay) (Early form), Haresiceras MTense (Reeside)",,Gill & Givens,1964,OF-64-12D,,,43.7584,-107.9791,"PP 619, PP 550 B",,02/18/2014,"Baculites aquilaensis Reeside, Scaphites hippocrepis (Dekay) (Early form), Haresiceras MTense (Reeside)",,Cody,Baculites aquilaensis Reeside,Y,Ammonite,1,F
541,199,207,4184,USA,WY,Big Horn,Cretaceous,"Cody Shale, from gray limestone concretions about 5 feet below a ridge - forming sandstone and 620 feet above top of Niobrara Member ","Campanian, Lower about 81.7 MY",NA,,"SW1/4 SE1/4 SE1/4 sec. 18, T. 49 N., R. 91 W.","Baculites aquilaensis Reeside, Scaphites hippocrepis (Dekay), Haresiceras sp.,  Placenticeras sp.",,"J. R. Gill, R. Vaughn,Cobban","5/9/63, 7/28/62",,,,44.21272,-107.82618,,,02/18/2014,"Baculites aquilaensis Reeside, Scaphites hippocrepis (Dekay), Haresiceras sp.,  Placenticeras sp.",,Cody,Baculites aquilaensis Reeside,Y,Ammonite,1,F
542,207,215,6336,USA,WY,Carbon,Cretaceous,"Cody Shale, from limestone concretion 50 ft above D6335.",Campanian,NA,,"NW¼ sec. 5, T. 21 N., R. 88 W.",Baculites aquilaensis Reeside,,James R. Gill,24753,OF-67-7D,Rawlins Peak ,,41.82366,-107.36586,,,02/18/2014,Baculites aquilaensis Reeside,,Cody,Baculites aquilaensis Reeside,Y,Ammonite,1,F
543,227,235,4185,USA,WY,Big Horn,Upper Cretaceous,"Cody Shale, from ridge - forming sandstone, 665 feet above top of Niobrara Member ","Campanian, Lower about 81.7 MY",NA,,"Center of north line of the NW1/4 NE1/4 NE1/4 sec. 19, T. 49 N., R. 91 W.","Baculites aquilaensis Reeside, Scaphites hippocrepis (Dekay), Scaphites aquisgranensis Schluter, Placenticeras planum Hyatt",,"J. R. Gill, R. Vaughn, Burkholder, Cobban","5/9/63, 7/28/62",,,,44.2105,-107.8262,PP 619,,02/18/2014,"Baculites aquilaensis Reeside, Scaphites hippocrepis (Dekay), Scaphites aquisgranensis Schluter, Placenticeras planum Hyatt",,Cody,Baculites aquilaensis Reeside,Y,Ammonite,1,F
544,239,247,4183,USA,WY,Big Horn,Cretaceous,"Cody Shale, from sandy limestone concretions in bentonitic shale 460 feet above top of Niobrara Member",Campanian,NA,,"SW1/4 NW1/4 NW1/4 NW1/4 sec. 20, T. 49 N., R. 91 W.","Baculites aquilaensis Reeside, Haresiceras placentiforme Reeside",,"J. R. Gill, R. Vaughn",7/28/1962,,,,44.20994,-107.82204,,,02/18/2014,"Baculites aquilaensis Reeside, Haresiceras placentiforme Reeside",,Cody,Baculites aquilaensis Reeside,Y,Ammonite,1,F
545,376,831,12934,USA,WY,Crook,Cretaceous,"Pierre Shale, from lowest unit of gray limestone concretions in the lower Gammon Member",Campanian,NA,,"Near center of N1/2NE1/4 sec. 25, T. 56 N., R. 68 W., 44°48 ' 50 "" lat., 104°57 ' long",Baculites aquilaensis Reeside,,"Merewether, Hansley, and Cobban",06.27.88,SPR-88-2D-6D,Cedar Ridge  ,,44.81389,-104.95,,,02/18/2014,Baculites aquilaensis Reeside,CR-88-12,Gammon,Baculites aquilaensis Reeside,Y,Ammonite,1,F
546,1031,99,4248,USA,WY,Johnson,Upper Cretaceous,"Cody Shale, 1,050 feet above top of Niobrara Member",Campanian,NA,,"SW/4 SE1/4 sec. 23, T. 44 N., R. 82 W.  . ","Inoceramus cf. I. Balticus Boehm, Baculites aquilaensis Reeside, Scaphites hippocerpis (DeKay)",,J. R. Gill,1962,,,,43.761,-106.6669,PP 619,,02/18/2014,"Inoceramus cf. I. Balticus Boehm, Baculites aquilaensis Reeside, Scaphites hippocerpis (DeKay)",,Cody,Baculites aquilaensis Reeside,Y,Ammonite,1,F
547,1041,100,4249,USA,WY,Johnson,Upper Cretaceous,"Cody Shale, 1,210 feet above top of Niobrara Member",Campanian,NA,,"SW/4 SE1/4 sec. 23, T. 44 N., R. 82 W.  . Same locality as D4248","Cymbophora sp., Baculites aquilaensis Reeside, Scaphites hippocerpis (DeKay), Haresiceras sp.",,W. A. Cobban,23140,,,,43.761,-106.6669,PP 619,,02/18/2014,"Cymbophora sp., Baculites aquilaensis Reeside, Scaphites hippocerpis (DeKay), Haresiceras sp.",,Cody,Baculites aquilaensis Reeside,Y,Ammonite,1,F
548,1071,103,4699,USA,WY,Hot Springs,Cretaceous,"Cody Shale, 1,270 ft below top.","Campanian, Lower about 81.7 MY",NA,,"NE¼SE¼ sec. 17, T. 44 N, R. 95 W. Roncco Mine","Inoceramus quadrans Whifield, Baculites aquilaensis Reeside, Scaphites hippocrepis (Dekay) (early form)",Scaphites hippocrepis,Gill,1964,OF-64-12D,,,43.78023,-108.27819,PP 550 B,,02/18/2014,"Inoceramus quadrans Whifield, Baculites aquilaensis Reeside, Scaphites hippocrepis (Dekay) (early form)",,Cody,Baculites aquilaensis Reeside,Y,Ammonite,1,F
549,1112,107,4685,USA,WY,Hot Springs,Upper Cretaceous,"Cody Shale, 1,465 ft below top.","Campanian, Lower about 81.7 MY",NA,,"Center sec. 23, T. 44 N, R. 93 W.","Syncyclonema? sp., Crenella sp., Baculites aquilaensis Reeside, Scaphites hippocrepis (Dekay) (early form)",,Gill & Givens,1964,OF-64-12D,,,43.7674,-107.9864,"PP 619, PP 550 B",,02/18/2014,"Syncyclonema? sp., Crenella sp., Baculites aquilaensis Reeside, Scaphites hippocrepis (Dekay) (early form)",,Cody,Baculites aquilaensis Reeside,Y,Ammonite,1,F
550,1281,127,4243,USA,WY,Johnson,Upper Cretaceous,"Cody Shale, 480 feet above top of Niobrara Member","Campanian, Lower about 81.7 MY",NA,GREGORYENSIS,"NW/4 NW1/4 sec. 26, T. 44 N., R. 82 W.  . ","Inoceramus patootensis de Loriol, Baculites aquilaensis Reeside, Scaphites hippocrepis (DeKay), Scaphites aquisgranensis Schluter.",,"J. R. Gill, R. E. Eurkholder, W. A. Cobban",23140,,,,39.42165,-105.03878,PP 619,,02/18/2014,"Inoceramus patootensis de Loriol, Baculites aquilaensis Reeside, Scaphites hippocrepis (DeKay), Scaphites aquisgranensis Schluter.",,Cody,Baculites aquilaensis Reeside,Y,Ammonite,1,F
551,1402,139,4592,USA,WY,Fremont,Upper Cretaceous,"Cody Shale, about 1,100 ft below top.",Campanian,NA,Scapphites hippocrepis,"East center SW¼SE¼ sec. 26, T. 28 N., R. 90 W.","Inoceramus balticus Boehm, Cymbophora sp., Baculites aquilaensis Reeside, Glyptoxoceras novimexicanum (Reeside)",Scaphites hippocrepis,"Givens, Reynolds and Gill",23624,OF-64-10D,Whiskey Peak ,,42.3639,-107.5485,"PP 619, MF-1548",,02/18/2014,"Inoceramus balticus Boehm, Cymbophora sp., Baculites aquilaensis Reeside, Glyptoxoceras novimexicanum (Reeside)",,Cody,Baculites aquilaensis Reeside,Y,Ammonite,1,F
552,1421,141,4591,USA,WY,Fremont,Cretaceous,"Cody Shale, about 1,800 ft below top.",Campanian,NA,,"Northwest edge SE¼SE¼ sec. 26, T. 28 N., R. 90 W.","Inoceramus sp., Baculites aquilaensis Reeside",,Givens and Reynolds,23624,OF-64-10D,Whiskey Peak ,,42.36525,-107.54674,,,02/18/2014,"Inoceramus sp., Baculites aquilaensis Reeside",,Cody,Baculites aquilaensis Reeside,Y,Ammonite,1,F
553,1721,175,13115,USA,WY,Johnson,Cretaceous,"Cody Shale, between level of D13116 and the lowest sampled bentonite ","Campanian, Lower about 81.7 MY",NA,,"Burnett Creek drainage NE1/4 NW1/4 sec. 13, T. 49 N., R. 83 W., Lat 44°13' 20, long 106°47' 40","Inoceramus balticus Boehm, Baculites aquilaensis Reeside, B. haresi Reeside, Scaphites hippocrepis (DeKay) I? ",,"Merewether, Cobban",6/18/1990,SPR-90-4D,Klondike,,44.22222,-106.79444,,,02/18/2014,"Inoceramus balticus Boehm, Baculites aquilaensis Reeside, B. haresi Reeside, Scaphites hippocrepis (DeKay) I? ",,Cody,Baculites aquilaensis Reeside,Y,Ammonite,1,F
554,2263,234,4274,USA,WY,Sheridan,Cretaceous,"Cody Shale, from ridge - forming brown sandstone unit","Campanian, Lower about 81.7 MY",NA,,"South of road SE1/4 sec. 24, T. 57 N., R. 87 W.","Inoceramus cf. I. Patootensis de Loriol, Ostrea sp., Oligoptycha sp., Baculites aquilaensis Reeside, Scaphites hippocrepis (DeKay), Scaphites aquisgranensis Schluter",Scaphites hippocrepis,"Gill, Burkholder, Cobban",23232,,,,44.8986,-107.30025,,,02/18/2014,"Inoceramus cf. I. Patootensis de Loriol, Ostrea sp., Oligoptycha sp., Baculites aquilaensis Reeside, Scaphites hippocrepis (DeKay), Scaphites aquisgranensis Schluter",,Cody,Baculites aquilaensis Reeside,Y,Ammonite,1,F
555,2841,303,2590,USA,WY,Fremont,Cretaceous,Cody shale.,"Campanian, Lower about 81.7 MY",NA,,"SW1/4 sec. 27, T. 33 N., R. 95 W.","Inoceramus balticus Boehm, Baculites aquilaensis Reeside, Scaphites hippocrepis (DeKay)",Scaphites hippocrepis,W. R. Keefer,1960,0,,,42.80109,-108.20202,,,02/18/2014,"Inoceramus balticus Boehm, Baculites aquilaensis Reeside, Scaphites hippocrepis (DeKay)",,Cody,Baculites aquilaensis Reeside,Y,Ammonite,1,F
556,2921,415,3312,USA,WY,Sheridan,Upper Cretaceous,From ridge-forming sandstone in Cody Shale,"Campanian, Lower about 81.7 MY",NA,,"Near Gill Cattle Company headquarters, in NW1/4 NW1/4 sec. 30, T. 58 N., R. 87 W.","Inoceramus patootensis de Loriol, Baculites aquilaensis Reeside, Scaphites hippocrepis (Dekay), Parapuzosia bradyi Miller & Youngquist",,"J. R. Gill, L. G. Schultz, W. A. Cobban",9/14/1960,0,,,44.97891,-107.4186,PP 619,,02/18/2014,"Inoceramus patootensis de Loriol, Baculites aquilaensis Reeside, Scaphites hippocrepis (Dekay), Parapuzosia bradyi Miller & Youngquist",,Cody,Baculites aquilaensis Reeside,Y,Ammonite,1,F
557,2932,416,3313,USA,WY,Sheridan,Cretaceous,From ridge-forming sandstone in Cody Shale,"Campanian, Lower",NA,,"Road cut East Twin Creek in SW1/4 SW1/4 sec. 33, T. 58 N., R. 87 W.","Pecten (Syncyclonema) halli Gabb, Cymbophora sp., Baculites aquilaensis Reeside, Scaphite hippocrepsis (DeKay)",,"J. R. Gill, L. G. Schultz, W. A. Cobban",9/14/1960,0,,,44.95377,-107.36183,,,02/18/2014,"Pecten (Syncyclonema) halli Gabb, Cymbophora sp., Baculites aquilaensis Reeside, Scaphite hippocrepsis (DeKay)",,Cody,Baculites aquilaensis Reeside,Y,Ammonite,1,F
558,3092,1050,4722,USA,WY,Natrona,Cretaceous,Upper part of Cody Shale.,Campanian,NA,,"NW¼SW¼SW¼ sec.24, T. 33 S.., R. 87 W.","Pinna sp., Inocerasmus cf.I. Balticus Boehm, Baculites aquilaensis Reeside",,Gill & Givens,Aug.1964,OF-64-15D,,,42.81227,-107.21952,,,02/18/2014,"Pinna sp., Inocerasmus cf.I. Balticus Boehm, Baculites aquilaensis Reeside",,Cody,Baculites aquilaensis Reeside,Y,Ammonite,1,F
559,3541,363,3244,USA,WY,Natrona,Upper Cretaceous,From a limstone concretions in Steele Shale 35 feet below Fishtooth sandstone.,"Campanian, Lower about 81.7 MY",NA,,"SE1/4 sec. 35, T. 41 N., R. 80 W.","Inoceramus proximus Tuomey, Baculites aquilaensis Reeside, Scaphites hippocrepis (Dekay), Scaphites aquilaensis Reeside",Scaphites hippocrepis,W. A. Cobban,9/16/1990,0,Goverenment Creek,,43.4811,-106.429,PP 619,,02/18/2014,"Inoceramus proximus Tuomey, Baculites aquilaensis Reeside, Scaphites hippocrepis (Dekay), Scaphites aquilaensis Reeside",,Fishtooth,Baculites aquilaensis Reeside,Y,Ammonite,1,F
560,3551,381,3196,USA,WY,Natrona,Cretaceous,From gray limestone concretions in Steele Shale 150 feet below Fishtooth sandstone.,Campanian,NA,,"N1/2 sec. 34, T. 40 N., R. 79 W.","Inoceramus sp., Baculites aquilaensis Reeside",,J. G. Gill,8/10/61; 1960,0,Midwest,,43.39521,-106.32127,,,02/18/2014,"Inoceramus sp., Baculites aquilaensis Reeside",,Fishtooth,Baculites aquilaensis Reeside,Y,Ammonite,1,F
561,3581,384,3197,USA,WY,Natrona,Upper Cretaceous,From gray limestone concretions in Steele Shale 75 feet above Fishtooth sandstone.,"Campanian, Lower about 81.7 MY",NA,,"N1/2 sec. 34, T. 40 N., R. 79 W.","Inoceramus proximus Tuomey, Baculites aquilaensis Reeside, Scaphites hippocrepis (Dekay), Scaphites aquilaensis Reeside",Scaphites hippocrepis,J. G. Gill,8/10/61; 1960,0,Midwest,,43.3947,-106.3223,"PP 667, PP 619",,02/18/2014,"Inoceramus proximus Tuomey, Baculites aquilaensis Reeside, Scaphites hippocrepis (Dekay), Scaphites aquilaensis Reeside",,Fishtooth,Baculites aquilaensis Reeside,Y,Ammonite,1,F
562,3601,427,3243,USA,WY,Natrona,Cretaceous,From small gray limstone concretions in Steele Shale about 125 feet below Fishtooth sandstone.,Campanian,NA,,"SE1/4 sec. 35, T. 41 N., R. 80 W.","Inoceramus sp., Baculites aquilaensis Reeside",,L. G. Schultz and W. A. Cobban,9/16/1960,0,Goverenment Creek,,43.47453,-106.42866,,,02/18/2014,"Inoceramus sp., Baculites aquilaensis Reeside",,Fishtooth,Baculites aquilaensis Reeside,Y,Ammonite,1,F
563,7832,275,4287,USA,WY,Johnson,Cretaceous,"Cody Shale, from yellowish - brown calcareous sandstone concretions 25 feet above base of Shannon Sandstone Member (25 feet above base of unit 35 of Hose)",Campanian,NA,,"NW1/4 sec. 13, T. 49 N., R. 83 W.  . Same locality as D4286","Baculites sp., Baculites aquilaensis Reeside, Indoscaphites n. sp.",,"J. R. Gill, R. Burkholder",23354,,,,44.21975,-106.79649,,,02/18/2014,"Baculites sp., Baculites aquilaensis Reeside, Indoscaphites n. sp.",,Shannon,Baculites aquilaensis Reeside,Y,Ammonite,1,F
564,11363,425,12937,USA,WY,Crook,Cretaceous,From second unit of gray limestone concretions in Gammon Member,"Campanian, Lower about 81.7 MY",NA,,"Near center of N1/2NE1/4 sec. 25, T. 56 N., R. 68 W., 44°48 ' 50 "" lat., 104°57 ' long",Glyptoxoceras novimexicanum (Reeside)Baculites aquilaensis Reeside (late from). Scaphites hippocrepis (Dekay) III,Scaphites hippocrepis,"Merewether, Hansley, and Cobban",06.27.88,SPR-88-2D-6D,Cedar Ridge  ,,44.81389,-104.95,,,02/18/2014,Glyptoxoceras novimexicanum (Reeside)Baculites aquilaensis Reeside (late from). Scaphites hippocrepis (Dekay) III,CR-88-15,Gammon,Baculites aquilaensis Reeside,Y,Ammonite,1,F
565,11375,796,12931,USA,WY,Crook,Cretaceous,"Pierre Shale, from about middle of the lower Gammon","Campanian, Lower about 81.7 MY",NA,,"SE1/4NE1/4NE1/4 sec. 25, T. 56 N., R. 68 W. 44°48 ' 50 "" lat., 104°57 ' long",Glyptoxoceras novimexicanum (Reeside) baculites aquilaensis Reeside. Scaphites hippocrepis (Dekay),Scaphites hippocrepis,"Merewether, P. L. Hansley, and Cobban",06.27.88,SPR-88-2D-6D,Cedar Ridge  ,,44.81389,-104.95,,,02/18/2014,Glyptoxoceras novimexicanum (Reeside) baculites aquilaensis Reeside. Scaphites hippocrepis (Dekay),CR-88-9,Gammon,Baculites aquilaensis Reeside,Y,Ammonite,1,F
566,11379,852,12935,USA,WY,Crook,Cretaceous,"Pierre Shale, from top of lowest unit of gray limestone concretions in the lower Gammon","Campanian, Lower about 81.7 MY",NA,,"Near center of N1/2NE1/4 sec. 25, T. 56 N., R. 68 W., 44°48 ' 50 "" lat., 104°57 ' long",Lucina sp. Glyptoxoceras novimexicanum (Reeside). Baculites aquilaensis Reeside (late from). Scaphites hippocrepis (DeKay). Eutrephoceras sp. Bored wood,Scaphites hippocrepis,"Hansley, Merewether, and Cobban",06.27.88,SPR-88-2D-6D,Cedar Ridge  ,,44.81389,-104.95,,,02/18/2014,Lucina sp. Glyptoxoceras novimexicanum (Reeside). Baculites aquilaensis Reeside (late from). Scaphites hippocrepis (DeKay). Eutrephoceras sp. Bored wood,CR-88-13,Gammon,Baculites aquilaensis Reeside,Y,Ammonite,1,F
567,11382,1051,12938,USA,WY,Natrona,Cretaceous,Upper part of lower Gammon Member of Cody Shale,"Campanian, Lower about 81.7 MY",NA,,"Casper Canal area in the NE1/4SW1/4 sec. 26, T. 32 N., R. 82 W.",Baculites aquilaensis Reeside (late from). Scaphites hippocrepis (Dekay) III,Scaphites hippocrepis,Cobban,06.27.88,SPR-88-2D-6D,Clarkson Hill,,42.71132,-106.6324,,,02/18/2014,Baculites aquilaensis Reeside (late from). Scaphites hippocrepis (Dekay) III,,Gammon,Baculites aquilaensis Reeside,Y,Ammonite,1,F
568,11285,304,4505,USA,WY,Natrona,Cretaceous,Cody Shale.,"Campanian, Lower about 81.7 MY",NA,,"NE¼ sec. 5, T. 33 N., R. 83 W.",Baculites aquilaensis Reeside Scaphites hippocrepis (DeKay),Scaphites hippocrepis,W. H. Laraway,1964,,,,42.86139,-106.81458,,,02/18/2014,Baculites aquilaensis Reeside Scaphites hippocrepis (DeKay),,Cody,Baculites aquilaensis Reeside Scaphites hippocrepis ,Y,Ammonite,1,F
569,215,223,5447,USA,WY,Sweetwater,Cretaceous,"Cody Shale, from lower third",Campanian,NA,,"Northeast center SW¼NW¼NE¼ sec. 12, T. 26 N., R. 90 W.",Baculites aquilaensis Reeside?,,M. W. Reynolds,7/18/1966,OF-66-10D,Lamont and Bairoil ,,42.24129,-107.53096,,,02/18/2014,Baculites aquilaensis Reeside?,,Cody,Baculites aquilaensis Reeside?,Y,Ammonite,1,F
570,387,457,3055,USA,WY,,Cretaceous,Gray sandstone in Hilliard shale about 975 feet below Lazeart sandstone.,,NA,,"NE1/4 sec. 28, T. 22 N., R. 116 W.","Baculites asper Morton, B. codyensis Reeside",,J.H. Smith,1961,0,,,41.86135,-110.58312,,,02/18/2014,"Baculites asper Morton, B. codyensis Reeside",,Hilliard,Baculites asper Morton,Y,Ammonite,1,NA
571,861,82,9149,USA,WY,Park,Cretaceous ,Cody Shale,Campanian,NA,,"Elk Butte area, near Marathon No. 38 Lady well,  2,345 feet from north line and 100 feet from east line of sec. 31, T. 51 N., R. 100 W.","Inoceramus (Volviceramus) sp, Baculites asper Morton, Neocrioceras sp",,E. A Merewether ,7/19/1974,OER-74-17D,Oregon Basin   ,,44.34937,-108.91792,,,02/18/2014,"Inoceramus (Volviceramus) sp, Baculites asper Morton, Neocrioceras sp",,Cody,Baculites asper Morton,Y,Ammonite,1,F
572,3851,378,3059,USA,WY,Lincoln,Cretaceous,From conglomeratic sandstone about 200 feet above middle member of Hilliard shale.,,NA,,"SE1/4NE1/4 sec. 28, T. 21 N., R. 116 W.","Baculites codyensis Reeside, Baculites asper Morton.",,W. W. Rubey,7/28/1961,0,Kemmerer,,41.77242,-110.58037,,,02/18/2014,"Baculites codyensis Reeside, Baculites asper Morton.",,Hilliard,Baculites asper Morton.,Y,Ammonite,1,NA
573,305,1046,14221,USA,WY,Natrona,Cretaceous,Upper part of Cody Shale,Campanian,NA,,"Gully in the NE1/4 sec. 32, T. 39N., R. 78W.",Baculites asperitormis,,R. Burkholder & W.A. Cobban,24568,,Hermosa NW,,43.30952,-106.23712,,,02/18/2014,,,Cody,Baculites asperitormis,Y,Ammonite,1,F
574,1371,136,4245,USA,WY,Johnson,Cretaceous,"Cody Shale, 830 feet above top of Niobrara Member",Campanian,NA,,"NE/4 NW1/4 sec. 26, T. 44 N., R. 82 W.  . ","Goniochasma sp., Baculites auilaensis Reeside",Haresiceras,W. A. Cobban,23140,,,,43.75652,-106.66757,,,02/18/2014,"Goniochasma sp., Baculites auilaensis Reeside",,Cody,Baculites auilaensis Reeside,Y,Ammonite,1,F
