OBJECTID,Column2,Column1,Dnum,Country,State,County,Age,Formation,Stage,Age_Date,AmmoniteZone,LocDescr,Resume_of_Fauna,IndexFossil,Collector,Date_,EandR,Map,USGS7_5,Lat_Pub,Long_Pub,Reference,Comments,last_modified,Orig_Resume_Fauna,FieldNum,FormationNew,species,Ammonite_,Type_,COUNT,N_F
62,31,846,13595,USA,CO,Pueblo,Upper Cretaceous,"Pierre Shale, from small tan siltstone concretions near top of Apache Creek Sandy Member","Campanian, Middle  80.04 MY",NA,,"Along road in north part of SW1/4 sec. 1, T. 20 S., R. 65 W.",Baculites obtusus,,Cobban,10/14/1994,0,Northwest Pueblo  ,,38.33638,-104.61928,,,02/18/2014,Baculites obtusus,,Apache,Baculites obtusus,Y,Ammonite,1,F
63,34,1066,13609,USA,CO,Pueblo,Upper Cretaceous,Uppermost 6' of Apache Creek Sandy Mbr,"Campanian, Middle  80.04 MY",NA,,"Old scrapad area just south of Platteville Boulevard NE1/4NW1/4SW1/4 sec. 1, T. 20 S., R. 65 W.",Baculites obtusus,,Cobban,34975,0,Northwest Pueblo  ,,38.33729,-104.62316,,,02/18/2014,Baculites obtusus,,Apache,Baculites obtusus,Y,Ammonite,1,F
64,261,788,4864,USA,CO,Custer,Cretaceous,"Pierre Shale, float from about 90' below top of Apache Creek sandstone Mbr.","Campanian, Middle  80.04 MY",NA,,"NW¼NE¼ sec. 13, T.21 N., R. 69 W","Inoceramus, Baculites obtusus",,W.A. Cobban,23807,,,,41.79762,-105.0672,,,02/18/2014,"Inoceramus, Baculites obtusus",,Apache,Baculites obtusus,Y,Ammonite,1,F
65,534,1027,3692,USA,CO,Archuleta,Cretaceous,Top of 250-foot unit of thin sandstone and shales in Mancos equivalent to Mesaverda.,"Campanian, Middle  80.04 MY",NA,,"Just east of highway near Sandstone Juana River in NE1/4NE1/4NE1/4 sec. 5, T. 35 N., R. 1 W.",Baculites obtusus,,W. Muelberger,9/20/1961,,Wolf Creek ,,37.30405,-106.96783,,,02/18/2014,Baculites obtusus,,Mancos,Baculites obtusus,Y,Ammonite,1,F
66,668,755,5008,USA,CO,Larimer,Cretaceous,Pierre Shale,"Campanian, Middle  80.04 MY",NA,,"NE¼NE¼ sec. 34, T. 11 N., R. 69 W., from ls. concr. at base of Sharon Springs Mbr.",Baculites obtusus,,G.R. Scott,23076,,Livermore,Round Butte,40.88238,-105.09784,Map I-1700,,02/18/2014,Baculites obtusus,,Pierre,Baculites obtusus,Y,Ammonite,1,F
67,670,757,8680,USA,CO,Fremont,Cretaceous,Pierre shale,"Campanian, Middle  80.04 MY",NA,,"Sw1/4SE1/4NE1/4 sec. 26, T. 17 S., R. 72 W.",Baculites obtusus,,G.R. Scott,6/17/1971,,Cover Mtn,Twelvemile Park,38.538,-105.4095,,,02/18/2014,Baculites obtusus,,Pierre,Baculites obtusus,Y,Ammonite,1,F
68,677,768,1556,USA,CO,Jefferson,Cretaceous,Pierre shale from gray ls. Concs. in dark gray clay shale.,"Campanian, Middle  80.04 MY",NA,,"NE¼SW¼SE¼ sec. 22, T. 6 S., R. 69 W. ",Baculites obtusus,,G.R. Scott,9/19/1957,,Littleton,,39.50988,-105.09758,,,02/18/2014,Baculites obtusus,,Pierre,Baculites obtusus,Y,Ammonite,1,F
69,679,770,1646,USA,CO,Boulder,Cretaceous,Pierre shale from reddish orange ironstone concs. And gray septarian ls. Concs.,"Campanian, Middle  80.04 MY",NA,,"NW¼SW¼SW¼ sec. 7, T. 1S., R. 70 W.",Baculites obtusus,Baculites obtusus,"J. D. Wells, G.R. Scott, Dick Wilson",9/16/1958,,Eldorado Springs,Eldorado Springs,39.9751,-105.2753,,,02/18/2014,Baculites obtusus,,Pierre,Baculites obtusus,Y,Ammonite,1,F
70,684,784,323,USA,CO,Jefferson,Cretaceous,"Pierre shale, about 500' above base","Campanian, Middle  80.04 MY",NA,,"SW1/4 SW1/4 SW1/4 sec. 17, T. 5 S., R. 69 W.",Baculites obtusus,Baculites obtusus,G.R. Scott,20213,0,Indian Hills ,,39.61095,-105.14614,,,02/18/2014,Baculites obtusus,,Pierre,Baculites obtusus,Y,Ammonite,1,F
71,690,801,238,USA,CO,Boulder,Cretaceous,"Pierre shale, from calcareous concretions 10 feet below coll. D237.","Campanian, Middle  80.04 MY",NA,,"4 miles north of Boulder, SE1/4 NW1/4 sec.31, T.2N., R.70W., .",Baculites obtusus,Baculites obtusus,"G.R. Scott, W.A. Cobban",12/23/1954,0,Boulder ,,40.09636,-105.27506,,,02/18/2014,Baculites obtusus,,Pierre,Baculites obtusus,Y,Ammonite,1,F
72,699,813,13543,USA,CO,Douglas,Cretaceous,"Pierre Shale, from gray septarian limestone concretions in lower part ","Campanian, Middle  80.04 MY",NA,,"SE1/4SW1/4SE1/4 sec. 35, T. 6 S., R. 69 W.",Baculites obtusus,,G.R. Scott & W. A. Cobban,34613,0,,,39.47895,-105.07909,,,02/18/2014,Baculites obtusus,,Pierre,Baculites obtusus,Y,Ammonite,1,F
73,717,849,239,USA,CO,Boulder,Cretaceous,"Pierre shale, from tepee butte limestones 62 feet below coll. D237.","Campanian, Middle  80.04 MY",NA,,"4 miles north of Boulder, SE1/4 NW1/4 sec.31, T.2N., R.70W., .",Baculites obtusus,,"G.R. Scott, W.A. Cobban",12/23/1954,0,Boulder ,,40.09636,-105.27506,,,02/18/2014,Baculites obtusus,,Pierre,Baculites obtusus,Y,Ammonite,1,F
74,718,850,350,USA,CO,Larimer,Cretaceous,"Pierre shale, from tepee butte ls","Campanian, Middle  80.04 MY",NA,,"Three miles south of Horse Creek, in stream bank near center S1/2 sec. 12, T. 16 N., R. 70 W.",Baculites obtusus,Baculites obtusus,G.R. Scott,20275,0,Sherman ,,41.368,-105.18421,,,02/18/2014,Baculites obtusus,,Pierre,Baculites obtusus,Y,Ammonite,1,F
75,728,864,266,USA,CO,Jefferson,Cretaceous,"Pierre shale, lower part","Campanian, Middle  80.04 MY",NA,,"NWSESW sec.15, T.6S., R.69W., ",Baculites obtusus,Baculites obtusus,G.R. Scott,11/19/1954,EG-55-1D,Littleton ,,39.52421,-105.10507,,,02/18/2014,Baculites obtusus,,Pierre,Baculites obtusus,Y,Ammonite,1,F
76,729,865,267,USA,CO,Jefferson,Cretaceous,"Pierre shale, lower part","Campanian, Middle  80.04 MY",NA,,"NWSESW sec.15, T.6S., R.69W., ",Baculites obtusus,,G.R. Scott,11/19/1954,EG-55-1D,Littleton ,,39.52421,-105.10507,PP 483-E,,02/18/2014,Baculites obtusus,,Pierre,Baculites obtusus,Y,Ammonite,1,F
77,738,884,3790,USA,CO,Boulder,Cretaceous,Pierre Shale. Reddish brown ironstone concretions in olive gray clayey shale,"Campanian, Middle  80.04 MY",NA,,"Cut of irrigation ditch in NE1/4 SE1/4 sec. 7, T. 2 N., R. 70 W.","Baculites obtusus, Inoceramus",Inoceramus azerbaidjanensis,G.R. Scott,5/22/1962,,Lyons ,,40.15035,-105.266,,,02/18/2014,"Baculites obtusus, Inoceramus",,Pierre,Baculites obtusus,Y,Ammonite,1,F
78,842,795,5010,USA,CO,Larimer,Cretaceous,"Pierre Shale, from a ls. concr. 26' above base of Sharon Springs Mbr.","Campanian, Middle  80.04 MY",NA,obtusus,"NE¼NE¼ sec. 34, T. 11 N., R. 69 W.",Baculites obtusus,,W. A. Cobban,23076,,Livermore,Round Butte,40.88238,-105.09784,Map I-1700,,02/18/2014,Baculites obtusus,,Sharon Springs,Baculites obtusus,Y,Ammonite,1,F
79,845,809,1988,USA,CO,Fremont,Cretaceous,"Pierre shale, from gray limestone concretions 103' below top of Sharon Springs member.","Campanian, Middle  80.04 MY",NA,Baculites obtusus,"3.7 miles northeast of center of Canon City, SW1/4 sec. 10, T. 18 S., R. 70 W.",Baculites obtusus,Baculites obtusus,"G.R Scott, W. A .Cobban",21531,,,,38.4941,-105.214,"I-937, JPaleo36.4,p704-718",,02/18/2014,Baculites obtusus,,Sharon Springs,Baculites obtusus,Y,Ammonite,1,F
80,846,810,5009,USA,CO,Larimer,Cretaceous,"Pierre Shale, from gray ls. concr. 14' above base of Sharon Springs Mbr.","Campanian, Middle  80.04 MY",NA,obtusus,"NE¼NE¼ sec. 34, T. 11 N., R. 69 W.",Baculites obtusus,Baculites obtusus,G.R. Scott,23076,,Livermore,Round Butte,40.88238,-105.09784,Map I-1700,,02/18/2014,Baculites obtusus,,Sharon Springs,Baculites obtusus,Y,Ammonite,1,F
81,856,829,2388,USA,CO,Fremont,Cretaceous,"Pierre shale, from lowest bed of limestone concretions of Sharon Springs member.","Campanian, Middle  80.04 MY",NA,,"NW1/4 sec. 9, T. 18 S., 70 W.,",Baculites obtusus,,"G.R. Scott, W. A. Cobban",21501,0,,,38.50133,-105.23141,,,02/18/2014,Baculites obtusus,,Sharon Springs,Baculites obtusus,Y,Ammonite,1,F
82,857,832,1313,USA,CO,Fremont,Cretaceous,"Pierre shale, from middle of Sharon Springs member.","Campanian, Middle  80.04 MY",NA,,"North of U. S. Highway 50 a few miles east of Canon City, Col°SE¼NE¼SE¼ sec. 25, T. 18 S., R. 70 W., Fremont Co., Colo. ",Baculites obtusus,,"G.R. Scott, W. A. Cobban",4/29/1957,0,,,38.45138,-105.164,,,02/18/2014,Baculites obtusus,,Sharon Springs,Baculites obtusus,Y,Ammonite,1,F
83,858,838,1345,USA,CO,Grand,Cretaceous,"Pierre Shale, from platy silty concretion in Sharon Springs member.","Campanian, Middle  80.04 MY",NA,,"East side of U.S. Highway 40, 12 miles north-northwset of Kremmling, in  SE ¼ NW ¼ NW ¼ sec.14, T. 3 N., R. 81 W., ",Baculites obtusus,Inoceramus azerbaidjanensis,"G.R. Scott, W. A. Cobban",20980,,Middle Park,Hinman Reservoir,40.2284,-106.436,,,02/18/2014,Baculites obtusus,,Sharon Springs,Baculites obtusus,Y,Ammonite,1,F
84,6621,453,978,USA,CO,Jackson,Cretaceous,Gray calcareous concertions in gray clay shale 401 feet below base of upper or sandy member of Pierre shale .,"Campanian, Middle  80.04 MY",NA,,"Blevin Ranch ,in SW1/4sec. 29,T.10 N.,R.78 W.",Baculites obtusus,Baculites obtusus,"D.M. Kinney ,  W.J.Hail, Jr., W.A. Cobban ,  J.F.Murphy",20584,F-56-12D,,,40.80487,-106.17852,,,02/18/2014,Baculites obtusus,,Pierre,Baculites obtusus,Y,Ammonite,1,F
85,666,724,988,USA,CO,Jackson,Cretaceous,Near top of sandy member of Pierre shale,"Campanian, Middle  80.04 MY",NA,,"Wattenburg Ranch ,NW1/4SE1/4 sec. 12,T.9 N.,R.81 W.",Baculites obtusus ,Baculites obtusus,"D.M. Kinney ,  W.J.Hail, Jr., W.A. Cobban ,  J.F.Murphy",20584,F-56-12D,,,40.76571,-106.4412,,,02/18/2014,Baculites obtusus ,,Pierre,Baculites obtusus ,Y,Ammonite,1,F
86,675,763,896,USA,CO,Boulder,Cretaceous,Pierre shale 153 ft above base of unit 6,"Campanian, Middle  80.04 MY",NA,,"Same loc.as D1733.SW1/4SE1/4 sec. 1,T.1 N.,R.71W.",Baculites obtusus ,,"G.R.Scott ,J.R.Gill  ,W.A. Cobban",8/20/1956,0,Boulder,,40.07467,-105.28898,,,02/18/2014,Baculites obtusus ,,Pierre,Baculites obtusus ,Y,Ammonite,1,F
87,678,769,802,USA,CO,Douglas,Cretaceous,Pierre shale from limestone concretion inlower part ,"Campanian, Middle  80.04 MY",NA,,"NE1/4SW1/4SE1/4SE1/4 sec.30, T.7 S., R.68 W., ",Baculites obtusus ,,G.R.Scott        W.A. Cobban           H.Smith,20763,0,Kassler   ,,39.40683,-105.03889,PP 421-B,,02/18/2014,Baculites obtusus ,7,Pierre,Baculites obtusus ,Y,Ammonite,1,F
88,798,56,8155,USA,CO,Mesa,Cretaceous,"Base of Sharon Springs Member of Mancos Shale,","Campanian, Middle  80.04 MY",NA,,"Center of the SW1/4SW1/4 sec. 34, T. 9 S, R. 100 W.",Baculites obtusus Meek,,Gill & McHargue,7/21/1971,OF-71-11D,Corcoran Point,,39.22594,-108.54559,OFR 2006-1326,,02/18/2014,Baculites obtusus Meek,,Sharon Springs,Baculites obtusus Meek,Y,Ammonite,1,F
89,835,774,6562,USA,CO,Grand,Cretaceous,"Pierre Shale, 20 ft above base of Sharon Springs Member.","Campanian, Middle  80.04 MY",NA,,Near D5404.,Baculites obtusus Meek,,G. A. Izett,6/24/1968,CD-68-7D,,Junction Butte,40.034,-106.37,,,02/18/2014,Baculites obtusus Meek,,Sharon Springs,Baculites obtusus Meek,Y,Ammonite,1,F
90,4121,380,3422,USA,CO,Moffat,Cretaceous,From gray limestone concretions 270 feet below top of Mancos Shale and 130 feet below a persistent bed of limestone,"Campanian, Middle  80.04 MY",NA,,"Vermilion Creek area in SE1/4 NW1/4 sec. 7, T. 10 N., R. 100 W.","Inoceramus sp., Baculites obtusus Meek",Baculites obtusus,W. A. Cobban,22532,0,,,40.84266,-108.68072,,,02/18/2014,"Inoceramus sp., Baculites obtusus Meek",,Mancos,Baculites obtusus Meek,Y,Ammonite,1,F
91,4871,640,14824,USA,CO,Delta,Cretaceous ,"Mancos Shale, from orange concretionary zone at top of Prairie Canyon member",Campanian,NA,,"SW1/4 NW1/4 SE1/4 sec. 10, T. 14S., R. 96W.","Cataceramus balticus (Bohm), Baculites obtusus Meek",,Nelson & Noe,5/30/2008,,North Delta,,38.84783,-107.9979,,,02/18/2014,,NDL-42,Mancos,Baculites obtusus Meek,Y,Ammonite,1,F
92,4881,641,14825,USA,CO,Delta,Cretaceous ,"Mancos Shale, from orange concretions at top of Praire Canyon Member",Campanian,NA,,"Center of S1/2 SW1/4 SE1/4 sec. 6, T. 14S., R. 95W.","Cataceramus balticus (Bohm), Baculites obtusus Meek",,Nelson & Noe,39758,,North Delta,,38.8583,-108.05327,,,02/18/2014,,NDL-70,Mancos,Baculites obtusus Meek,Y,Ammonite,1,F
93,5051,667,9624,USA,CO,Rio Blanco,Cretaceous,"Mancos Shale, limestone concretions about 91 meters below base of Castlegate SSTongue ","Campanian, Middle  80.04 MY",NA,,"SW1/4SW1/4SE1/4 sec. 18, T3 N., R100 W.","Phelopteria n. sp., Baculites obtusus Meek",Baculites obtusus,B. E. Barnum,1975,CD-76-2D,Cactus Reservoir ,,40.22349,-108.65852,,,02/18/2014,"Phelopteria n. sp., Baculites obtusus Meek",,Mancos,Baculites obtusus Meek,Y,Ammonite,1,F
94,8551,828,6011,USA,CO,Grand,Cretaceous,"Pierre Shale, from lowest bed of gray limestone concretions in sharon Springs Member and 12 ft above  Ardmore Bentonite Bed.","Campanian, Middle  80.04 MY",NA,,"SW¼ sec. 33, T.1 N., R. 80 W., ","Inoceramus cf. I. Barabini Morton, Baculites obtusus Meek",,W.A. Cobban,24481,CD-67-10D,,Junction Butte,40.0037,-106.36092,PP 684-A,,02/18/2014,"Inoceramus cf. I. Barabini Morton, Baculites obtusus Meek",,Sharon Springs,Baculites obtusus Meek,Y,Ammonite,1,F
95,8631,875,6551,USA,CO,Grand,Cretaceous,"Pierre Shale, Sharon Springs Member.","Campanian, Middle  80.04 MY",NA,,"Muddy Creek in SE¼ sec. 36, T. 2 N., R. 81 W., ","Inoceramus sp., Baculites obtusus Meek",,G. A. Izett,1968,CD-68-7D,,Hinman Reservoir,40.094,-106.4116,,,02/18/2014,"Inoceramus sp., Baculites obtusus Meek",,Sharon Springs,Baculites obtusus Meek,Y,Ammonite,1,F
96,840,791,6586,USA,CO,Grand,Cretaceous,"Pierre Shale, from 130 ft below Sharon Springs member.","Campanian, Middle  80.04 MY",NA,,"Lawson Ridge in SW¼ sec.33, T. 1 N.., R. 80 W",Baculites obtusus Meek (early form),,J. R. Gill & W. A. Coban,5/21/1905,CD-68-7D,,Junction Butte,40.00533,-106.36878,PP 684-A,,02/18/2014,Baculites obtusus Meek (early form),,Sharon Springs,Baculites obtusus Meek ,Y,Ammonite,1,F
97,843,798,6991,USA,CO,Grand,Cretaceous,"Pierre Shale, from below  (?) the Sharon Springs Member.","Campanian, Middle  80.04 MY",NA,,"SE1/4SW1/4 sec. 26, T. 3 N., R. 81 W.",Baculites obtusus Meek (early form),,G. A. Izett,25391,CD-69-6D,,Hinman Reservoir,40.1898,-106.43273,,,02/18/2014,Baculites obtusus Meek (early form),,Sharon Springs,Baculites obtusus Meek ,Y,Ammonite,1,F
98,864,876,6582,USA,CO,Grand,Cretaceous,"Pierre Shale, Sharon Springs Member.","Campanian, Middle  80.04 MY",NA,,"SE¼SE¼ sec.28, T. 1 N.., R. 80 W.",Baculites obtusus Meek ,,G. A. Izett,9/17/1968,CD-68-7D,,Junction Butte,40.01624,-106.35677,,,02/18/2014,Baculites obtusus Meek ,,Sharon Springs,Baculites obtusus Meek ,Y,Ammonite,1,F
99,865,877,6583,USA,CO,Grand,Cretaceous,"Pierre Shale, Sharon Springs Member.","Campanian, Middle  80.04 MY",NA,,"SE¼ sec.2, T. 2 N.., R. 81 W.",Baculites obtusus Meek ,,G. A. Izett,5/21/1905,CD-68-7D,,Hinman Reservoir,40.16454,-106.4297,,,02/18/2014,Baculites obtusus Meek ,,Sharon Springs,Baculites obtusus Meek ,Y,Ammonite,1,F
100,4771,624,6873,USA,CO,Routt,Cretaceous,"Mancos Shale, from hard black shale unit","Campanian, Middle  80.04 MY",NA,,"Highway 40, 6.7 miles west of Steamboat Springs","Inoceramus sp., Baculites obtusus Meek ",,Gill & Brown,7/29/1968,OF-68-6D,,,40.4895464,-106.9624359,MF-1548,,02/18/2014,"Inoceramus sp., Baculites obtusus Meek ",,Mancos,Baculites obtusus Meek ,Y,Ammonite,1,F
101,8171,592,6855,USA,CO,Montrose,Cretaceous,"Mancos Shale, at base of bed B (Sharon Springs)","Campanian, Middle  80.04 MY",NA,,"SW1/4 NW1/4 SW1/4 sec. 23, T. 49 N., R. 8 W.","Inoceramus sp., Baculites obtusus Meek (Probably early form)",,"J. R. Gill, J.C. Brown",6/19/1968,OF-68-6D,Cerro Summit ,Cerro Summit,38.4961,-107.7458,OFR 2006-1326,,02/18/2014,"Inoceramus sp., Baculites obtusus Meek (Probably early form)",,Sharon Springs,Baculites obtusus Meek ,Y,Ammonite,1,F
102,445,576,7088,USA,CO,Rio Blanco,Upper Cretaceous,"Mancos Shale, about 10 feet below Ardmore Bentonite.","Campanian, Middle  80.04 MY",NA,,"NW1/4NE1/4 sec. 16, T. 2 N., R 103 W.",Baculites obtusus Meek.,Sciponoceras gracile,J. G. Gill ,1969,,Mellen Hill ,,35.08175,-107.3793,,,02/18/2014,Baculites obtusus Meek.,L69-1F9,Mancos,Baculites obtusus Meek.,Y,Ammonite,1,NA
103,4511,586,7081,USA,CO,Rio Blanco,Upper Cretaceous,"Mancos Shale, about 475 feet below base of Castlegate Sandstone.","Campanian, Middle  80.04 MY",NA,,"NW1/4NE1/4 sec. 16, T. 2 N., R 103 W.",Baculites obtusus Meek.,,J. G. Gill ,1969,,Mellen Hill .,,35.08175,-107.3793,,,02/18/2014,Baculites obtusus Meek.,L69-1F2,Mancos,Baculites obtusus Meek.,Y,Ammonite,1,NA
104,734,870,832,USA,CO,Jefferson,Cretaceous,"Pierre shale, lower than D831","Campanian, Middle  80.04 MY",NA,,"East shore of Ralston Reservior ,in the SW1/4SE1/4NE1/4 sec. 5,T.3 S., R. 70 W.",Baculites obtusus.,,R.Van Horn,20672,,Golden ,Golden,39.8235,-105.247,,,02/18/2014,Baculites obtusus.,GF-76,Pierre,Baculites obtusus.,Y,Ammonite,1,F
105,691,802,5044,USA,CO,Grand,Cretaceous,"Pierre Shale, from concry. c-in-c bed in shale unit with thin shaly ferrug. concrs. & well below giant orange concr. zone","Campanian, Middle  80.04 MY",NA,,"East side of U.S. Highway 40, in center of  E½SE¼SE¼ sec. 1, T. 1 N., R. 81 W",Baculites obtusus?,,W. A. Cobban,24086,,Kremmling,Kremmling,40.0755,-106.4105,,,02/18/2014,Baculites obtusus?,,Pierre,Baculites obtusus?,Y,Ammonite,1,F
106,7021,817,10991,USA,CO,Larimer,Cretaceous,"Pierre Shale, from ironstone concretions in gray platy shale ","Campanian, Middle  80.04 MY",NA,,"Scraped area at county dump in NE1/4 NW1/4 sec. 9, T. 6 N., R. 69 W., lo.",Baculites obtusus?,,G.R. Scott ,10/15/1979,0,Fort Collins  ,,40.50666,-105.12816,,,02/18/2014,Baculites obtusus?,,Pierre,Baculites obtusus?,Y,Ammonite,1,F
107,672,759,12407,USA,CO,Larimer,Cretaceous,Pierre Shale,Campanian,NA,Baculites obtusus,"SE1/4 SE1/4 sec. 15, T. 11 N., R. 69 W.",Baculites obtutus Meek,,Scott,10/27/1983,CRG-83-21D,Round Butte  ,,40.91569,-105.09859,,,02/18/2014,Baculites obtutus Meek,,Pierre,Baculites obtutus Meek,Y,Ammonite,1,F
108,10743,922,12511,USA,CO,Las Animas,Cretaceous,Smoky Hill Shale (Upper part of ),Campanian,NA,,"SE1/4 SE1/4 sec. 16, T. 30 S., R. 64 W.","Pteria sp, Inoceramus quadrans Whitfield, Ostrea sp, Baculites sp, ",,"G.R. Scott, W. A. Cobban ",30778,O&G-84-8D,,,37.42823,-104.56093,,,02/18/2014,"Pteria sp, Inoceramus quadrans Whitfield, Ostrea sp, Baculites sp, ",,Smoky Hill,Baculites sp.,Y,Ammonite,1,F
109,693,804,13600,USA,CO,Pueblo,Upper Cretaceous,"Pierre Shale, from ferruginous shaly concretions 15' below prominent bed of orange-yellow ls concretion near top of Apacha Creek Sandstone Member",,NA,,"Scraped area E1/2NE1/4NW1/4 sec. 12, T. 20 S., R. 65 W.",Baculites sp (weak flanh ribs),,Cobban,10/14/1994,0,Northwest Pueblo  ,,38.32908,-104.6192,,,02/18/2014,Baculites sp (weak flanh ribs),,Pierre,Baculites sp.,Y,Ammonite,1,F
110,1067,913,13594,USA,CO,Pueblo,Upper Cretaceous,"Smoky Hill Chalky Shale, from upper orange chalk member","Campanian, Lower. about 80.9 MY",NA,,"NE1/4NE1/4 sec. 3, T. 20 S., R. 65 W.",Baculites sp (smooth),,Cobban,10/14/1993,0,Northwest Pueblo  ,,38.34314,-104.64728,,,02/18/2014,Baculites sp (smooth),,Smoky Hill,Baculites sp.,Y,Ammonite,1,F
111,4902,643,13458,USA,CO,La Plata,Cretaceous ,"Mancos Shale, from orange-weathering concretionary limestone bed in Niobrara Member (same bed as D13457)","Campanian, Lower. about 80.9 MY",NA,,"U.S. Highway 160 on north side of Thompson Park in the SW1/4 NE1/4 NE1/4 sec. 32, T. 36 N., R. 12 W.","Cordiceramus mulleri, Endocostea balticus, Baculites sp (smooth)",,William A. Cobban,9/22/1993,0,Thompson Park   ,Thompson Park,37.3393,-108.1956,,,02/18/2014,"Cordiceramus mulleri, Endocostea balticus, Baculites sp (smooth)",,Mancos,Baculites sp.,Y,Ammonite,1,F
112,4914,644,13457,USA,CO,La Plata,Cretaceous ,"Mancos Shale, from orange-weathering limestone concretionary bed in Niobrara Member ","Campanian, Lower. about 80.9 MY",NA,,"Cut on U.S. Highway 160 in the W1/2 NW1/4 SW1/4 sec. 4, T. 35 N., R. 11 W.","Cordiceramus mulleri, Endocostea balticus, Clioscaphites novimexicanum (late form), Baculites sp (smooth)",,William A. Cobban,9/22/1993,0,Hesperus   ,,37.31775,-108.08011,,,02/18/2014,"Cordiceramus mulleri, Endocostea balticus, Clioscaphites novimexicanum (late form), Baculites sp (smooth)",,Mancos,Baculites sp.,Y,Ammonite,1,F
113,444,575,7158,USA,CO,Moffat,Cretaceous,"Mancos Shale, a little higher than D7157",,NA,,Same locality as D7157,Baculites sp.,,"Gill, Blanchard and Pipiringos",7/29/1969,OF-69-18D,,,40.37863,-107.813,,,02/18/2014,Baculites sp.,,Mancos,Baculites sp.,Y,Ammonite,1,F
114,598,579,7060,USA,CO,Moffat,Cretaceous,"Mancos Shale, about 200 ft below Morapos Sandstone Member.",,NA,,"Center of the SW1/4 sec. 14, T. 5 N., R 93 W.",Baculites sp.,Cremnoceramus deformis-crassus-inconstans,"Gill, Blanchard and Pipiringos",7/29/1969,RME-69-18D,Axial ,,40.38006,-107.80504,,,02/18/2014,Baculites sp.,69M-566,Morapos,Baculites sp.,Y,Ammonite,1,F
115,599,580,7160,USA,CO,Moffat,Cretaceous,"Mancos Shale, about 200 ft below Morapos Sandstone Member.",Campanian,NA,,"Center of the SW1/4 sec. 14, T. 5 N., R 93 W.",Baculites sp.,,"Gill, Blanchard and Pipiringos",7/29/1969,OF-69-18D,Axial ,,40.38018,-107.80505,,,02/18/2014,Baculites sp.,,Morapos,Baculites sp.,Y,Ammonite,1,F
116,602,595,7163,USA,CO,Moffat,Cretaceous,"Mancos Shale, float from Morapos Sandstone Member.",Campanian,NA,,"Center of sec. 23, T. 5 N., R 93 W.",Baculites sp.,,J. G. Gill ,1969,OF-69-18D,Axial ,,40.36928,-107.80142,,,02/18/2014,Baculites sp.,,Morapos,Baculites sp.,Y,Ammonite,1,F
117,603,628,7106,USA,CO,Rio Blanco,Cretaceous,"Mancos Shale, from just below Morapos Sandstone Member.",Campanian,NA,,"NW1/4 SE1/4 sec. 15, T 22 N, R 87 W",Baculites sp.,,Gill and Blanchard,8/30/1969,OF-69-13D,Meeker ,,41.8756,-107.20381,,,02/18/2014,Baculites sp.,MF-69-232,Morapos,Baculites sp.,Y,Ammonite,1,F
